episode,reward,std,min,max
3,-7.321604029820341,1.0717285753016577,-9.473356035372811,-5.778128445760591
4,-8.076121853871332,1.350805566831092,-11.07316359758924,-6.628301028174804
5,-8.641280157845213,1.791732346411888,-10.56545110629217,-3.931766097284112
6,-5.641413440363921,0.8372672702323605,-6.720753713080926,-4.074164100851875
7,-8.031268395473106,1.1443500953387054,-10.18588510588074,-6.594235769586062
8,-8.973206738745413,1.8859315917819814,-11.38250094324264,-6.310367130532806
9,-8.728613736144734,1.7189108545825327,-11.26564024116193,-5.979436906909108
10,-7.328389484423218,1.3050098945476765,-9.252164718146984,-5.197201874758767
11,-7.530274666494589,1.8257210200039191,-10.658601571795366,-4.580679857606243
12,-7.917941860806503,1.947980244615025,-12.003750508718348,-5.48849989577784
13,-7.239425862850854,1.8953697260633728,-9.068009715879237,-3.628129887530376
14,-8.34868508101766,1.4165905775103247,-10.284789147670878,-5.883604615030747
15,-6.5900638515964305,1.331375010509086,-8.185208410980136,-3.894659495048465
16,-8.08147965065346,1.9391890002689598,-10.998715275829934,-5.449439599660435
17,-7.204936528591849,1.6631646991666802,-10.334867721676787,-5.255025912732502
18,-7.409493845688546,1.9499150943516586,-9.881533805423759,-4.144554585634066
19,-7.195138852586226,2.2466296033029627,-9.24286753537281,-1.7164415614078372
20,-7.5105299209927665,1.5082776208860238,-9.910301094427506,-5.877935784534747
21,-7.955031769989023,1.2530711389474227,-9.515548681110545,-5.222410215228445
22,-7.123147177218991,2.193735985324656,-11.777356561035667,-4.1671696914968575
23,-8.486144383695134,1.4595219440509795,-10.8860969975525,-6.533579035223162
24,-7.384457854887982,1.1555550954125209,-8.95314113295385,-5.6841164501337635
25,-8.722117875102292,1.6840693818181434,-11.241967300653574,-5.913587065347328
26,-7.3153456313179905,1.2168447339438586,-9.921377307226996,-5.950972587955986
27,-8.264603912858343,1.8235512268987366,-10.560030961165104,-4.899409044450312
28,-7.183520714546563,1.9796313799821366,-11.084166131666313,-4.317289202132315
29,-7.683802817960728,2.43319410499434,-11.899164943524516,-4.229409691721243
30,-7.376974516236347,1.3653028546413029,-9.294244381994766,-5.579748801774193
31,-8.371836829455367,2.420127348808925,-13.869231879541477,-5.786511983689928
32,-7.153086734358257,1.8567002086054971,-10.024646913400698,-4.663688927115074
33,-7.039136929384291,1.1098887653722431,-8.868714861592679,-5.566183412261356
34,-6.6548293360814395,1.0561560206004292,-8.059974682919297,-5.090119335396795
35,-6.964882514651443,2.1919548454324644,-12.870655436430553,-5.479561391076965
36,-7.852790537438564,1.0883540527858195,-9.84992690739698,-6.0733409989137614
37,-7.3794463723300705,1.7877439461586218,-9.369290624136424,-4.049945282531427
38,-8.016545726587566,1.804631046499226,-11.50796422838082,-5.16581157433866
39,-6.417765219886566,1.5773253826370492,-8.698537357606241,-4.260136662460793
40,-7.593348550154326,2.1568370771867245,-11.259284141794605,-5.1078384310833655
41,-6.702669924751075,2.053582757339439,-10.59044451369514,-4.725710831422219
42,-6.816570769379413,1.6170888573164126,-9.381747771772972,-4.368871762061618
43,-6.351696448162351,1.6556976940246249,-8.4256690638294,-4.192940264912195
44,-7.5836304202032965,1.9595654452219105,-11.259213476719331,-5.566183412261356
45,-6.692636394771388,2.052346242048926,-11.39347477365543,-3.7114379705545946
46,-7.205875427321122,1.3728467576817964,-9.44032975117463,-5.344622663040581
47,-7.277777494145253,1.394327747142116,-10.493701203397997,-5.7598909403730865
48,-7.758113505258369,1.096338099432964,-9.095363239005302,-6.088656032010868
49,-7.523458393223033,1.6279276701847591,-9.629542406289396,-4.667554530186614
50,-6.721628783379609,1.3973213551900412,-8.009008662615216,-3.0616530998693765
51,-7.313861404712585,1.4089900787663727,-10.37370039850503,-5.566183412261356
52,-6.198611697791399,0.6312005912457668,-7.260145341462149,-5.446357696665079
53,-6.572571954357715,1.3956041753713122,-9.12679957405809,-5.244796930883075
54,-6.6623005085883005,1.1209500940552943,-8.314809941008793,-4.578466751992199
55,-7.749927644902492,2.0800499404538364,-11.218867380813935,-4.96169290291079
56,-7.541042748755984,1.1904986714675292,-9.592441753668973,-5.588223596162672
57,-6.871114171968124,1.7835996373044156,-9.258772559636913,-3.8465322674592857
58,-6.704028961872256,1.4901495622183025,-9.264444454331908,-4.288985783197335
59,-6.818692208305824,1.1986642751412666,-8.505968269824226,-4.642433318947591
60,-6.792701497118399,2.143932813355185,-9.163878112295889,-2.389424349474208
61,-6.578420522360394,2.0047350864608684,-10.344058073621479,-3.5317264036442158
62,-6.951387910578215,1.3279192231886994,-9.238673590158953,-4.864201136521455
63,-8.11934451754349,1.2031613870127242,-10.459377120897365,-6.1826896527599144
64,-7.190368538265979,1.814411794354018,-10.16485327816889,-3.5647189146305496
65,-7.579184711830749,2.3907602501762417,-12.334898527593971,-2.788762789133587
66,-7.182843489311061,1.7901933572000797,-10.539232584208957,-4.270240988802849
67,-7.54921413490599,1.6571693214820442,-11.332243109227393,-5.566183412261356
68,-7.063898957944969,1.8646491599894972,-10.552548225992565,-4.811844856108065
69,-8.105059296506997,1.5640063617655489,-11.250176924879355,-6.312017780962416
70,-7.0078929215477075,1.7511189349415164,-10.29853921702098,-4.865870614298377
71,-7.671707919901015,2.199142179670647,-10.964590001802433,-4.864201136521455
72,-7.754680836377181,1.824353891322462,-10.717656860511159,-5.4027873122279395
73,-6.511048794048733,1.6748009727490891,-8.463377977523287,-3.0586410403160267
74,-7.0135033658543,0.9682077463998682,-8.725570148362078,-5.566183412261356
75,-7.054780516829856,1.4615636134029795,-9.195952593959706,-4.517922903352639
76,-6.7508716937396995,1.0899795317079903,-8.514066204024257,-5.279077211512717
77,-7.446790580370982,1.576377204468152,-10.011509058354905,-5.073334279995056
78,-6.865645949379089,1.261559188730306,-8.913699722123054,-4.831870628074418
79,-6.878275142451685,1.2980608061310852,-8.662693509355776,-4.232949375951501
80,-5.787312140061347,0.9506096804000433,-7.582510303315143,-4.713513794226055
81,-6.963917038215288,2.022285578946049,-11.887295092484326,-5.1334751688108025
82,-7.170263103467471,1.2788259424734905,-9.264948681110543,-4.8881239143490145
83,-7.29481913748865,2.023422743650014,-11.206053885415315,-4.2279565594702255
84,-7.196488657769686,2.0786149682129826,-10.367220063094567,-4.154400467987008
85,-7.314157186485632,2.291748227484035,-11.077902165394697,-4.339153449519726
86,-6.733420204192643,1.102710339073988,-8.473094097218468,-5.144532671152529
87,-7.23914146237083,2.0240292497550936,-9.611718668618934,-3.659341561407838
88,-6.259804349623748,2.0638372320369944,-10.161624684001055,-3.51384594404529
89,-6.764943917412248,2.079177511753512,-9.97699816280705,-2.675676892621827
90,-6.8710614706344035,1.3784681865845887,-9.078254999367566,-5.226306009954218
91,-6.852117770477821,1.282129774893273,-8.769027552529671,-5.012437492201697
92,-6.71688626513149,1.1948733974192691,-7.972935810607298,-4.180315739441849
93,-7.684360496691239,1.559658932697269,-9.552668663881647,-4.796321476380398
94,-7.193339941625571,2.198852732299525,-10.86871955481233,-3.979945427994402
95,-6.715673668554508,1.5445912166109421,-9.349957020512385,-4.898418967868887
96,-6.752988860319535,1.4931286594441184,-8.76016876890813,-3.751803120302094
97,-7.59494576661473,1.9269981883120593,-10.18314605780541,-4.073736367466394
98,-7.32460801624787,1.5505804323612413,-9.08110733906389,-4.749630738775673
99,-7.022548602988093,1.7175177716033998,-9.54498606544405,-4.297945342259956
100,-7.578072147729253,1.362099776177595,-10.43048577738028,-6.094433544319897
101,-6.955709318419144,1.6020746840246625,-9.537276753605445,-4.758971556024626
102,-5.76261421099745,1.5096604199983104,-8.199311757461096,-3.1273958780762356
103,-6.425873272504179,0.9422220222353547,-8.367300611973604,-5.240888277999831
104,-7.048376723820894,1.7428213900247123,-10.940466100875717,-5.141273865044365
105,-6.767533609589154,0.88182333538616,-8.035164715932744,-5.205529213252003
106,-6.67974316315172,1.5678801126247253,-8.87246973725657,-3.306388365458222
107,-6.507503626630312,2.244496980266282,-9.911979691417336,-3.200735816019964
108,-7.114702636521914,1.338635165610373,-9.672888360079835,-5.416127571803719
109,-6.527258039523621,1.8687628546931194,-10.064132990357932,-3.6946894441611455
110,-6.038050823836156,1.4677198377830234,-8.504991317142217,-4.014464745287179
111,-6.599187542572125,2.273073058550289,-10.476028619744753,-2.950300363642861
112,-6.936960724644521,1.7977874796997992,-9.276171295610961,-3.305492277237211
