episode,reward,std,min,max
3,0.21120595639376996,0.1273508136554005,0.0603221800750882,0.4219278689682405
4,0.2522519653490543,0.18275086628907602,0.0778086927747802,0.607043556993811
5,0.28535732052571194,0.20222856951544135,0.05992557571648656,0.537300642636544
6,0.2048925330966081,0.1603421120928775,0.02839307857321093,0.4396663288312357
7,0.22000497359564072,0.08999677821981697,0.1113941857448567,0.37493162972807015
8,0.2110234927752245,0.14576591533096495,0.07967180850838651,0.5720457751750713
9,0.2169148738933809,0.13268652360380664,0.01507952704818472,0.4353195722327612
10,0.2250655611224149,0.13909618560073814,0.03245290697153487,0.4603169316341057
11,0.2283846231422087,0.1868457014382933,0.07009569040422024,0.6600347962999589
12,0.19001344992078853,0.1950303154662394,0.021013344545005096,0.7064710327061453
13,0.1940880829229124,0.102430629466202,0.056821032942551905,0.4213419048649534
14,0.1971402609236036,0.1184505451877436,0.07314835802474251,0.46924422570714236
15,0.1945822340298154,0.15466947548489152,0.06743283124847887,0.5032313665089679
16,0.18523621847824795,0.1273322072582946,0.04345327524044118,0.41496739645720543
17,0.23344026623298358,0.17531152915055107,0.035377024350315645,0.5928781858977986
18,0.2502999521452046,0.16647006335605333,0.03695549569742913,0.4765725248769291
19,0.25311098690903644,0.18205434980355956,0.04512877606720968,0.5203586549299192
20,0.22378200204147283,0.14291479890850023,0.04153804320878104,0.4729508093970381
21,0.20380232197842382,0.16081773568905303,0.06211446962465523,0.6339801018310028
22,0.15853571424529067,0.0579735187372554,0.07906512922218115,0.24687281292741742
23,0.2757806832634035,0.174467498832054,0.08415843819379705,0.6346090382122391
24,0.1518319282983177,0.06240282406375636,0.05177518522286855,0.24682052646186023
25,0.33342939384101344,0.1586660671337308,0.13331205562504653,0.6188809328390242
26,0.24701181354080073,0.1419064607398076,0.07638977322958078,0.496778867282104
27,0.27907521708087957,0.1732754499642283,0.09012646972461126,0.5751039930627347
28,0.27409561323858783,0.13147184882382454,0.10566507057778668,0.45745223482328473
29,0.21491566460446987,0.1426871029228234,0.04779506886358815,0.48757193158689194
30,0.18266036784725811,0.11116691822648832,0.07831954144037717,0.4411260947868347
31,0.2538513562719436,0.15276058389372596,0.07755035799669477,0.563915550268818
32,0.270725469656032,0.17895349268947666,0.056932750598273824,0.5960824681880531
33,0.18938538280881195,0.11088951880802776,0.09675803096979327,0.4337258834234033
34,0.2712442912389058,0.1521007671244715,0.12520138446927495,0.5683864991947104
35,0.3132616195201055,0.21546348589771824,0.06565639456585394,0.7174585552225732
36,0.26849453880112983,0.09195762366140792,0.0795543645075958,0.3842543854930195
37,0.18349751002855316,0.11065043699101051,0.061173631948178174,0.37510786328485407
38,0.20556036405714995,0.1441097988221581,0.06015286251584461,0.4131863109295292
39,0.2395124224980126,0.18854251934118232,0.046930690631171994,0.4876909562498044
40,0.29066095235166145,0.09478201984253616,0.16641849144122842,0.4904308403608866
41,0.2629377845391611,0.13593731172192755,0.08396645672327133,0.4707394960707655
42,0.21361674764341326,0.14685009774835503,0.040319162733180765,0.46908328776557084
43,0.2969693802283532,0.17267175121424105,0.08757269102870138,0.5918637631600123
44,0.22755284980036752,0.12166272557467414,0.06245141685900105,0.42860178730628856
45,0.23412044248205496,0.14841997952094732,0.05351442401906119,0.4273848441479145
46,0.2299658428812119,0.17142495949736167,0.10928338427801848,0.5772171104208006
47,0.20310041778338112,0.10422798896310924,0.08165952272878474,0.4365745558310633
48,0.23185971969686592,0.18157632124173245,0.048659881381971436,0.5819807355443023
49,0.20441490473388627,0.05435972917707599,0.0932384833084046,0.2825839933666194
50,0.20340361704436433,0.10610555904070813,0.06629330771244085,0.36773769901508535
51,0.24765125430935614,0.12117093283340699,0.12648269022819164,0.4857151167571195
52,0.283307381671937,0.12319182457607933,0.07768948236616298,0.4219278689682405
53,0.3179106218003095,0.17436753195489474,0.10013132907383959,0.5748428741512538
54,0.3569826192799462,0.17832647838658663,0.1246701203233171,0.657126360778038
55,0.24919401701570187,0.1404574958040525,0.13204812208933142,0.5042075446445086
56,0.3071683657342047,0.1006883811474963,0.13462227232414395,0.46380849960523346
57,0.15715677560702562,0.10026083137261135,0.07221110743572748,0.3777496074040863
58,0.27935114255369065,0.15043629277850873,0.08890795552187958,0.48985007150652654
59,0.26193399004107987,0.10606911845532645,0.13166362130275788,0.4245942395288307
60,0.17993046480102876,0.12378553974624451,0.04355893555170625,0.49524263781138567
61,0.29906432820831563,0.182775566257226,0.07941887408419118,0.6879516559588454
62,0.3438974932284532,0.2281821701482814,0.12567170189174331,0.7498517651103593
63,0.261923659140332,0.09525159682663363,0.12224604865855666,0.45024697829350363
64,0.24652906854724504,0.20107343009453063,0.056270213778035816,0.6824442667480585
65,0.3636242034573817,0.1848701014738918,0.11395469688874761,0.6823092632560612
66,0.29573038917640726,0.14556706510677905,0.06037674886447866,0.5500760880792799
67,0.1958139998256267,0.11212513196641384,0.04577145059651197,0.4326628085164654
68,0.18304983729094215,0.12360836705726554,0.02262989945802044,0.4097854808872503
69,0.28122644381389417,0.08919335322050032,0.1690960726014703,0.4337258834234033
70,0.3161264671105824,0.13370744212822902,0.12113383794778622,0.5604262729214001
71,0.2695412264280739,0.12233258891962413,0.1334052705053551,0.5289777859174126
72,0.21511804260817483,0.0597952918913042,0.13226305810452874,0.2921068217548989
73,0.32278080914634183,0.17367117679288133,0.07850948341055979,0.6130225187592362
74,0.2656303552012161,0.14183828911851148,0.08216505712681406,0.535256495837607
75,0.3519623366104161,0.21587560349004867,0.07373164785390303,0.6551436471056465
76,0.19978026024151102,0.09416029246063996,0.07497381352326715,0.3644810415886997
77,0.2487519636646165,0.14987731587454312,0.055295905120228264,0.4456646144574528
78,0.3400147226487726,0.20524167166605953,0.07165586986262198,0.5915045365692642
79,0.30643704788761755,0.1017147512826389,0.12291408149055268,0.4232824168492995
80,0.2865972188810181,0.11077315572087407,0.13305926128151577,0.4877098219158774
81,0.25771683076818624,0.12039197067096793,0.09078311109503981,0.44438630683685476
82,0.270703462129674,0.12858368469469095,0.029384645663374606,0.44223634610386037
83,0.3372870499892637,0.17089378778444764,0.06753104168651085,0.5187004899251141
84,0.27651336192848025,0.1400032836234609,0.0354661868228411,0.45336768868899197
85,0.27862255843636785,0.17112666223621747,0.09362250324777323,0.5488323168209228
86,0.28060453742005603,0.1404646174279012,0.09665747955982773,0.49484066407145827
87,0.30282372593742757,0.12137357937464445,0.15023901464583997,0.47923568100410274
88,0.3485135283947627,0.14100110551038475,0.10895209828763606,0.5154691056899454
89,0.24491016211552713,0.13646887133318328,0.05639621369023509,0.4337258834234033
90,0.22456804332475055,0.12263173787124432,0.0785988317394962,0.4957485436527132
91,0.2846602674338143,0.19787468554639065,0.04144048435643695,0.7325673321222932
92,0.3095953493344136,0.16784701658114537,0.1171417249998457,0.6292525392438894
93,0.24851189710450267,0.10842657861147713,0.11325525320962779,0.5038872549437596
94,0.25992525644739817,0.14986257994172691,0.0871608324681965,0.5189529778050639
95,0.26684816836486097,0.11756589453269302,0.15026113190385865,0.496951981705276
96,0.24510930841588813,0.1513626878444788,0.05346560271495275,0.4875956528991971
